StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q33,Q1-1,Q1-2,Q2-2-a_1,Q28_1,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q2-3,Q2-4-1,Q2-4-2_10,Q2-4-2_11,Q2-4-2_12,Q2-4-2_13,Q2-4-2_14,Q2-4-2_15,Q2-4-2_16,Q2-4-3_1,Q2-4-3_2,Q2-4-3_13,Q2-4-3_3,Q2-4-3_4,Q2-4-3_5,Q2-4-3_6,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q4-1-1,Q4-1-2,Q4-1-3_1,Q4-1-3_2,Q4-1-3_13,Q4-1-3_3,Q4-1-3_4,Q4-1-3_5,Q4-1-3_6,Q26_10,Q26_11,Q26_12,Q26_13,Q26_14,Q26_15,Q26_16,Q27_1,Q27_2,Q27_13,Q27_3,Q27_4,Q27_5,Q27_6,Q27_14,Q27_15,Q27_16,Q27_17,Q27_18,Q27_19,Q27_20,Q4-1-4_7,Q4-2-1,Q4-2-2,Q2-1-1,Q2-1-1_4_TEXT,Q2-1-2,Q2-1-2_3_TEXT,Q2-1-3,intent,Group,solutionOneEmpty,solutionTwoEmpty,solutionThreeEmpty,solutionFourEmpty,solutionFiveEmpty,solutionSixEmpty,solutionSevenEmpty,newSolutionOneEmpty,newSolutionTwoEmpty,newSolutionThreeEmpty,newSolutionFourEmpty,newSolutionFiveEmpty,newSolutionSixEmpty,newSolutionSevenEmpty
2021-08-18 15:23:55,2021-08-18 15:28:39,IP Address,77.227.13.44,100,283,True,2021-08-18 15:28:39,R_vDe8vXs6CxDWJA5,,,,,36.7162017822265625,-4.416107177734375,anonymous,EN,606e3b5680b2e60e4c1d5bd9,Yes,,,4,0.927,24.727,25.345,3,I have a sacar that makes me feel ashamed of my body.,No,,,,,,,,,,,,,,,,,,,55.47,71.84,103.093,4,1.308,88.3,88.902,2,I still believe that my problem has no solution but I can see somehow that I must continue living like this.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Never,I am,35,Male,,High school diploma/A-levels,,IChing,,,,,,,,,,,,,,
2021-08-18 15:24:13,2021-08-18 15:28:41,IP Address,185.226.98.138,100,267,True,2021-08-18 15:28:42,R_2Pe3JeSQ5QjSDxz,,,,,50.0321044921875,22.018798828125,anonymous,EN,5e67a25bff87e0047c6c436b,Yes,,3,,5.367,12.714,47.853,3,"I have problem with deciding what I want to be in the future, where to live, work etc.",No,,,,,,,,,,,,,,,,,,,0,0,47.12,0,2.034,8.702,46.326,3,"I don't know what to do with my future, tossing coins can't help because I don't even have a choice of what I can do",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Never,I am,19,Male,,No Formal Qualification,,IChing,,,,,,,,,,,,,,
2021-08-18 15:23:55,2021-08-18 15:28:44,IP Address,2.125.172.76,100,289,True,2021-08-18 15:28:45,R_2Sl6aLQhlIySYfL,,,,,51.7646026611328125,-0.5709075927734375,anonymous,EN,5eaafded3bb47c09107ec0e2,Yes,,5,,1.546,21.254,21.985,3,"Whether to sign my son up for football lessons ",Yes,"To sign him up for half a term only. ","To not sign him up ","To wait till he’s a bit older ",,,,,3,7,6,,,,,,,,,0,0,76.946,0,4.607,54.352,55.462,5,"Whether to sign my son up to football lessons. I worry he only wants to go to see a friend and the timing is difficult for me personally. ",No,3,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Never,I am,40,Female,,Undergraduate degree (BA/BSc/other),,IChing,false,false,false,,,,,,,,,,,
2021-08-18 15:24:02,2021-08-18 15:28:50,IP Address,84.13.95.71,100,287,True,2021-08-18 15:28:50,R_d6yLVqPKeYm4eNr,,,,,51.4651947021484375,-0.0941009521484375,anonymous,EN,60c8b0f8e9aad65d7d927b31,Yes,,4,,1.76,54.971,56.558,2,"anxiety affecting various areas of my life, e.g job, social aspects etc",Yes,ssri,therapy,,,,,,9,5,,,,,,,,,,0,0,70.687,0,9.31,21.797,22.997,2,overcoming anxiety,No,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,More than 10 times,I am,21,Female,,Undergraduate degree (BA/BSc/other),,IChing,false,false,,,,,,,,,,,,
2021-08-18 15:24:51,2021-08-18 15:29:08,IP Address,62.46.252.244,100,257,True,2021-08-18 15:29:08,R_3Eg5rC7P4Uibs3M,,,,,48.15350341796875,16.385498046875,anonymous,EN,6106ac34408681f3b0d07396,Yes,,4,,1.376,61.962,62.399,7,"Climate anxiety. The issues arising out of climate change are in my opinion not sufficiently tackled, which is causing me distress for my future.",No,,,,,,,,,,,,,,,,,,,0,0,58.521,0,4.703,72.718,73.75,5,"Once again climate anxiety, still an issue nothing much changed after thinking about the problem, however the last kind of ""reading"" did indeed provide a positive approach to the issue.",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Never,I am,20,Male,,High school diploma/A-levels,,IChing,,,,,,,,,,,,,,
2021-08-18 15:24:03,2021-08-18 15:29:13,IP Address,147.12.242.222,100,310,True,2021-08-18 15:29:13,R_1H1TKsfWowfp3Jc,,,,,51.4203033447265625,-0.11749267578125,anonymous,EN,605900798c7f5f73df2e89fa,Yes,,5,,0.903,21.053,22.43,2,Trying to save a relationship.,Yes,Arrange a meet up,Arrange a call,Discuss the current problems,Do not be on the defence when discussing issues,,,,6,7,6,9,,,,,,,,0,0,55.846,0,1.283,67.409,68.716,6,"Saving a relationship. I should be humble when seeking to resolve problems. Rather than trying to justify my actions I should come from a place of trying to understand and solve the issues. ",Yes,,,,,,,,"Spend time together to rekindle the fond memories. ","Show the personality that they admired. ","Learn to listen more. ",,,,,6,7,6,10,,,,10,10,10,,,,,,Yes,Never,I am,24,Female,,Undergraduate degree (BA/BSc/other),,IChing,false,false,false,false,,,,false,false,false,,,,
2021-08-18 15:23:55,2021-08-18 15:29:18,IP Address,86.21.133.156,100,323,True,2021-08-18 15:29:18,R_3lMIrCTrJ1pDv59,,,,,51.8849945068359375,-0.51629638671875,anonymous,EN,5cc7af94cd7a550019b5a460,Yes,,,3,1.707,10.884,11.432,3,Unemployment,Yes,Work on myself in my own time,Work through recruiters/consultancy,Work a low pay job while waiting,,,,,9,7,2,,,,,191.001,191.465,191.658,2,,,,,1.937,26.469,26.723,4,"New graduate struggling to find a job, but I hadn't been able to think of any new solutions",No,9,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am,22,Male,,Graduate degree (MA/MSc/MPhil/other),,Control,false,false,false,,,,,,,,,,,
2021-08-18 15:24:01,2021-08-18 15:29:41,IP Address,174.248.100.67,100,340,True,2021-08-18 15:29:42,R_1CI7zahbdFuPYtD,,,,,42.0753936767578125,-87.82219696044921875,anonymous,EN,60ff43d98185c4d079f9fe6c,Yes,,,3,1.68,90.48,92.112,9,"I will be so stubborn to the point where its affected my relationships negatively ",Yes,To accept change,"To accept help ",My way isn't the only way,,,,,7,9,7,,,,,,,,,0,0,20.216,0,4.11,61.836,62.808,8,"I'm very stubborn. But changing comes from a place of vulnerability ",Yes,,,,,,,,It's okay to be more vulnerable,Don't have so many walls up,"I can be myself in front of friends and family ",,,,,7,9,6,,,,,8,8,8,,,,,,Yes,1-10 times,I am,23,Female,,High school diploma/A-levels,,IChing,false,false,false,,,,,false,false,false,,,,
2021-08-18 15:23:58,2021-08-18 15:29:45,IP Address,89.181.133.33,100,347,True,2021-08-18 15:29:45,R_1mxiIZ74JElB629,,,,,41.61279296875,-7.307098388671875,anonymous,EN,6084499487b6d10d2aabda10,Yes,,,3,1.766,16.323,17.506,3,"Finishing the studies ",Yes,Study Hard,Focus on one thing only,Try Hard,Go full mode,Step by step,Throw everything away and star over,,9,5,7,8,5,1,,,,,,0,0,83.499,0,4.718,21.761,22.713,3,Finishing the studies,No,9,3,10,10,3,1,,,,,,,,,,,,,,,,,,,,,,,,No,Never,I am,24,Male,,Undergraduate degree (BA/BSc/other),,IChing,false,false,false,false,false,false,,,,,,,,
2021-08-18 15:24:00,2021-08-18 15:29:58,IP Address,70.164.249.245,100,357,True,2021-08-18 15:29:58,R_RqROBRpx0HB3Aat,,,,,32.2505950927734375,-110.884002685546875,anonymous,EN,61008fa6a6a99609f021f63b,Yes,,3,,1.942,28.186,29.513,3,My boyfriend would like to get a new job and relocate but I enjoy my job and do not want to relocate,Yes,My boyfriend gets a new job in a new state,My boyfriend gets a new job in our same town,,,,,,1,10,,,,,,0,0,184.79,0,,,,,2.9,54.401,55.27,5,My boyfriend wants to get a new job in a new state but I do not want to move. He isnt fond of any other local companies. We really would like to buy a house but the market is crazy right now. I still feel like there aren't any great solutions.,No,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am,25,Female,,Graduate degree (MA/MSc/MPhil/other),,Control,false,false,,,,,,,,,,,,
2021-08-18 15:24:01,2021-08-18 15:30:14,IP Address,161.230.97.18,100,372,True,2021-08-18 15:30:14,R_blOH7uU3ep84wMh,,,,,41.5514984130859375,-8.4203948974609375,anonymous,EN,5fcfba90c8ec13123bfa1b31,Yes,,4,,1.444,38.839,39.494,2,I'm not sure if I want to continue studying of if I should start working full-time.,Yes,Continue studying.,Leave college and start working.,Study and work at the same time.,,,,,9,7,4,,,,,2.34,2.34,181.916,1,,,,,2.576,9.106,28.304,4,"I'm not sure if I should keep studying, start working or do both at the same time.",No,9,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am,20,Female,,Undergraduate degree (BA/BSc/other),,Control,false,false,false,,,,,,,,,,,
2021-08-18 15:24:04,2021-08-18 15:30:17,IP Address,99.240.69.242,100,372,True,2021-08-18 15:30:17,R_1eCzpBjuNSxSGXP,,,,,43.768707275390625,-79.41089630126953125,anonymous,EN,60c20992212adb0a37fb5259,Yes,,4,,3.153,92.091,93.942,4,Breaking up with a loved one because she was stubborn,Yes,just wait till find a good time to talk,buy her presents,,,,,,7,6,,,,,,,,,,0,0,66.108,0,10.537,52.785,54.24,2,this a problem which only time will be able to solve it . If there be a solution,No,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1-10 times,I am,30,Male,,Undergraduate degree (BA/BSc/other),,IChing,false,false,,,,,,,,,,,,
2021-08-18 15:24:59,2021-08-18 15:30:18,IP Address,102.132.168.194,100,318,True,2021-08-18 15:30:18,R_1MYuUe3lAzt8jOn,,,,,-26.381103515625,27.8376007080078125,anonymous,EN,60b9f1fe58782eeab6372f1c,Yes,,,3,10.02,69.205,69.805,7,Relationship in which my partner might be pregnant and I know for a fact it is not mine as I have had a vasectomy,Yes,End the relationship,Have a paternity test,Continue the relationship,,,,,5,8,5,,,,,,,,,0,0,2.155,0,6.332,22.753,23.56,6,Get answers to the questions I have.,No,4,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,More than 10 times,I am,33,Male,,Undergraduate degree (BA/BSc/other),,IChing,false,false,false,,,,,,,,,,,
2021-08-18 15:24:16,2021-08-18 15:30:20,IP Address,91.145.185.124,100,364,True,2021-08-18 15:30:21,R_BVPN6wYknovnyF3,,,,,54.1002044677734375,22.9272003173828125,anonymous,EN,60dc89026c210e940574b21a,Yes,,,5,8.795,50.325,51.555,4,"I'm stuttering which kills my motivation to do anything ",Yes,I went to speech therapist,I tried to stop caring since others don't care,Tried self-therapy,,,,,6,3,7,,,,,,,,,2.512,2.512,85.621,1,1.152,57.541,58.224,5,Nothing changed in my description. I still stutter and it kills my motivation to do anything.,No,6,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Never,I am,24,Male,,Graduate degree (MA/MSc/MPhil/other),,IChing,false,false,false,,,,,,,,,,,
2021-08-18 15:24:01,2021-08-18 15:30:21,IP Address,84.221.183.182,100,380,True,2021-08-18 15:30:22,R_0pUxFwVpz92YBDb,,,,,39.230194091796875,9.121002197265625,anonymous,EN,5f90003b2e9d4a02514a9928,Yes,,5,,1.943,58.083,59.069,2,I'm now in a situation in which I could go back to university to get a masters degree and potentially get a better paying job. By doing so I'd lose some revenue now that I need but if I can do it it's gonna be worth it in the future,Yes,completely leave the job and go back to studying again,keep working and ignore the idea,work part time and study full time,study part time and work full time,,,,6,5,7,8,,,,,,,,0,0,92.769,0,11.903,62.628,63.427,4,I am in a position in which I could start studying again to get a better paid job. To do so i'd need to find a middle ground between work and university. It is not an easy choice,No,6,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Never,I am,28,Male,,Undergraduate degree (BA/BSc/other),,IChing,false,false,false,false,,,,,,,,,,
2021-08-18 15:24:06,2021-08-18 15:30:31,IP Address,86.190.2.191,100,385,True,2021-08-18 15:30:31,R_1jrmQE8KRwKOQKT,,,,,54.5503997802734375,-1.253204345703125,anonymous,EN,60fd232b16f54fc7308136f2,Yes,,,5,1.887,29.946,31.214,2,"I have been feeling very low on energy, forgetful and lacking in concentration. ",Yes,"Eating Healthily ","Exercising more ","Looking into ADHD as a possibility ",Going to the doctors,,,,4,6,8,10,,,,,,,,0,0,83.299,0,4.524,29.135,30.881,2,"I have been feeling low on energy, forgetful and lacking in concentration ",No,3,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Never,I am,25,Female,,Undergraduate degree (BA/BSc/other),,IChing,false,false,false,false,,,,,,,,,,
2021-08-18 15:24:03,2021-08-18 15:30:39,IP Address,71.12.96.210,100,395,True,2021-08-18 15:30:39,R_3n0muYvQuKztYPv,,,,,34.1757965087890625,-86.82900238037109375,anonymous,EN,60fd6ea5d5e5f804bb6fc4cf,Yes,,5,,1.463,29.175,30.005,2,I am in a dead end career and I want to find a new place to work. There are very few opportunities in the town that I live in.,Yes,Work remotely,Quit and figure it out,Apply to other jobs,Stay in my current career,,,,6,5,10,7,,,,0,0,181.83,0,,,,,2.111,53.686,54.539,2,I need to find a different job. The one I have is not satisfying and there is no room for growth. The company will die and I don't want to be here when it does.,No,7,4,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am,29,Female,,Undergraduate degree (BA/BSc/other),,Control,false,false,false,false,,,,,,,,,,
2021-08-18 15:23:58,2021-08-18 15:30:42,IP Address,96.250.119.145,100,403,True,2021-08-18 15:30:42,R_24eKtGQc90lvYHA,,,,,40.5980072021484375,-73.9467010498046875,anonymous,EN,6109999da24bf0d00154d576,Yes,,,4,11.965,48.596,49.361,2,Wondering If my special needs son will be bullied when he goes to school in September.,No,,,,,,,,,,,,,,,0,0,181.773,0,,,,,1.624,80.911,83.5,5,"If my son will get bullied when he goes to school in September. I thought about maybe volunteering my time to the school. i could get to know the people there and have my own eyes and ears along with others. I don't know if schools are accepting volunteers with Covid. ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am,38,Female,,High school diploma/A-levels,,Control,,,,,,,,,,,,,,
2021-08-18 15:24:00,2021-08-18 15:30:49,IP Address,212.235.177.90,100,408,True,2021-08-18 15:30:49,R_cBHLzsl60hW1Z4d,,,,,45.8970947265625,15.663604736328125,anonymous,EN,6106966f9070cd28ac7f2edd,Yes,,,5,1.851,21.753,23.814,2,end of relationship,Yes,talk to friends,write diary,think about it,,,,,10,7,6,,,,,,,,,0,0,96.577,0,1.599,97.414,110.281,4,we went separate ways because there weren't same feelings on each side,No,10,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1-10 times,I am,23,Male,,Secondary education (e.g. GED/GCSE),,IChing,false,false,false,,,,,,,,,,,
2021-08-18 15:24:10,2021-08-18 15:30:54,IP Address,89.210.74.80,100,403,True,2021-08-18 15:30:54,R_3Jt66CJQEqrwM1Z,,,,,37.9842071533203125,23.7353057861328125,anonymous,EN,5f3e8506cb479c0a96cf4aac,Yes,,5,,5.216,107.404,108.164,3,"Well my problem is pretty common I guess. I graduated with an MSc in banking, but all the banks in my country are firing people because they are not doing well and I haven't worked in my field of study for a year. I'm desperately trying to get a position related to banking, it feels like forever.",No,,,,,,,,,,,,,,,,,,,0,0,101.684,0,6.647,117.708,118.708,5,"My problem is that I cannot find a job in my main field of studying. I would be more than happy if the reading of the coins provided me of some sort of motivation, but the reading was worse. Like it was telling me to stop trying or at least try something else because it would take a lot of time until my problem is solved",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Never,I am,27,Male,,Graduate degree (MA/MSc/MPhil/other),,IChing,,,,,,,,,,,,,,
2021-08-18 15:24:03,2021-08-18 15:30:54,IP Address,86.40.8.188,100,410,True,2021-08-18 15:30:54,R_27TFf265V86v56b,,,,,52.684906005859375,-7.79949951171875,anonymous,EN,60fd2de5bb1c80a35dfe3bb3,Yes,,4,,1.26,35.708,37.208,6,I am trying to find a driving test date that suits before I become too busy having failed it twice before but am struggling to see where I can fit it in,No,,,,,,,,,,,,,,,3.075,3.075,182.284,1,,,,,1.902,31.493,33.404,3,"I am trying to find a driving test time that suits me before I get busy with other work, but I’m struggling to see how I will fit it in ",Yes,,,,,,,,"I should get onto a representative of the company and see if they can squeeze me in before my busy period starts ",I should see if I could get a Saturday morning test as I am only working Monday-Friday,,,,,,,,,,,,,8,5,,,,,,,,,I am,21,Female,,High school diploma/A-levels,,Control,,,,,,,,false,false,,,,,
2021-08-18 15:23:57,2021-08-18 15:30:56,IP Address,85.242.41.179,100,418,True,2021-08-18 15:30:56,R_1f2TZ46655AGcwy,,,,,38.8563995361328125,-9.1284027099609375,anonymous,EN,5d02ed8f7a3c0f0015cd3230,Yes,,4,,1.001,99.195,100.739,2,This problem is more of a concern that I have. I have just entered a masters degree and I wasn't too sure what I wanted so I got in on one that might not be really what I expect. I have already gone through the process of changing degrees when I took my undergrad and don't want to go through that mentally draining process again. I will have to find ways to cope with it and try to not see it has a problem.,Yes,Cope with it,Try to see the positive side of the degree,"As a last resource, change to another masters degree",,,,,7,9,3,,,,,,,,,0,0,76.219,0,3.811,43.149,44.098,2,"It is not that big of a problem because I would only have to deal with it for around two years, not a lifetime.",No,7,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Never,I am,21,Male,,Undergraduate degree (BA/BSc/other),,IChing,false,false,false,,,,,,,,,,,
2021-08-18 15:24:08,2021-08-18 15:30:56,IP Address,172.89.253.240,100,407,True,2021-08-18 15:30:56,R_11Zs4rsDwKEhAwm,,,,,34.0623931884765625,-117.1676025390625,anonymous,EN,611cd64029e53f7f840f8562,Yes,,,5,3.866,43.034,44.197,2,I have a mental problem,No,,,,,,,,,,,,,,,0,0,228.17,0,,,,,2.879,71.599,72.811,3,I always feel alone and it gives me a lot of pain,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am,40,Male,,Graduate degree (MA/MSc/MPhil/other),,Control,,,,,,,,,,,,,,
2021-08-18 15:23:58,2021-08-18 15:31:01,IP Address,70.141.255.84,100,422,True,2021-08-18 15:31:01,R_1kM0XtP84srL5hr,,,,,31.5791015625,-84.21379852294921875,anonymous,EN,5daf506a5bd1b30013605e31,Yes,,,3,1.278,37.839,38.246,3,I need to purchase a new car.  I have not decided if I want a brand new one or a good late model.,Yes,Start comparing pricing,How much will I save if I buy a late model vehicle,Decided if I want to trade my current vehicle,,,,,10,9,6,,,,,4.659,8.407,181.606,5,,,,,1.222,15.322,16.59,2,I need to purchase a new vehicle.,Yes,,,,,,,,"I could continue to drive my car.  It is in good shape, I really just want a change.",,,,,,,8,5,3,,,,,10,,,,,,,,,,I am,48,Female,,Technical/community college,,Control,false,false,false,,,,,false,,,,,,
2021-08-18 15:24:24,2021-08-18 15:31:14,IP Address,107.77.237.224,100,410,True,2021-08-18 15:31:14,R_DvFERffotiUgtZT,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,6111b524b153497f10b778ee,Yes,,,4,4.053,54.084,55.784,2,I need a second job for the winter time since my main job is seasonal. I have no idea what to pursue as I would need to leave the winter job once Spring arrives.,Yes,Pursue real estate photography since I do some portrait photography as well on the side right now during the summer.,Sell earrings like I did last winter.,Get a part time job at a coffee shop.,,,,,8,7,3,,,,,,,,,0,0,93.182,0,12.553,32.674,49.19,4,"I need a part time job for the winter since my current, main job is seasonal.",No,8,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1-10 times,I am,27,Female,,Undergraduate degree (BA/BSc/other),,IChing,false,false,false,,,,,,,,,,,
2021-08-18 15:24:01,2021-08-18 15:31:22,IP Address,86.191.40.117,100,441,True,2021-08-18 15:31:22,R_WrGNABwOZxqkInf,,,,,50.4075927734375,-3.6947021484375,anonymous,EN,5a6cef05d5d4cb0001d668e7,Yes,,,3,2.912,22.132,23.197,3,Over eating,Yes,Food diary,Will power,Goal setting,Fast 800 diet,,,,5,7,8,8,,,,178.144,178.144,181.825,1,,,,,4.62,56.671,57.962,3,I really need to control/limit the food that i am eating outside of meal times and in the evening.,No,4,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am,42,Female,,Undergraduate degree (BA/BSc/other),,Control,false,false,false,false,,,,,,,,,,
2021-08-18 15:24:06,2021-08-18 15:31:43,IP Address,87.10.37.208,100,456,True,2021-08-18 15:31:43,R_1Lj4wdwxz1tSQWa,,,,,40.908294677734375,14.5016937255859375,anonymous,EN,601bde43332e2d5ff932d64a,Yes,,,2,11.46,67.548,67.816,4,I had a girlfriend but she cheated on me with a bestfriend of mine. I'm currently in an awkward situation with both him and her.,No,,,,,,,,,,,,,,,152.091,176.042,181.977,3,,,,,6.474,155.009,155.525,4,I don't want to talk to my ex and bestfriend cause of what happened. She cheated on me and nothing can be done.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am,21,Male,,High school diploma/A-levels,,Control,,,,,,,,,,,,,,
2021-08-18 15:26:01,2021-08-18 15:31:49,IP Address,68.0.187.230,100,347,True,2021-08-18 15:31:49,R_segJ89ZmsLMw1lT,,,,,31.5402069091796875,-110.266998291015625,anonymous,EN,6109cb5e3a52dec4f980b92f,Yes,,5,,1.425,40.56,41.747,2,"At the start of the pandemic, my company did a large reduction in force. Since then i have taken on the work of 3 people. One of the tasks is a function i really hate. And there is no end in sight.",Yes,Find a new job,"Talk to my boss, get rid of the task i hate",Switch departments,,,,,3,8,5,,,,,,,,,0,0,75.696,0,2.225,61.453,62.547,6,"I am stuck doing a task at work that I don't like, and is really not part of my job. After the reading i can see how staying put and showing what a 'team player' i am might pay off in the long run. ",Yes,,,,,,,,"Hang in there, it will pay off",,,,,,,2,8,5,,,,,9,,,,,,,,Yes,More than 10 times,I am,40,Female,,Graduate degree (MA/MSc/MPhil/other),,IChing,false,false,false,,,,,false,,,,,,
2021-08-18 15:24:02,2021-08-18 15:31:49,IP Address,94.195.81.121,100,467,True,2021-08-18 15:31:50,R_1goQaMmbOm987BO,,,,,51.4326934814453125,-0.1692962646484375,anonymous,EN,6002e90144049f32edaf9ccf,Yes,,,4,7.53,32.665,34.238,3,I am currently facing money issues and my job is not paying enough even though my role qualifies for a higher salary.,Yes,"Compromise with my employer to come up with a solution ","Find a new job. ","Budget so I am less stress about money ",,,,,9,4,3,,,,,0,0,181.228,0,,,,,1.966,52.459,53.273,2,"I am having money issues due to my job not paying enough. Despite the low salary, I love my job and the company I work for making it hard to think about quitting to find a new job. ",No,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am,23,Female,,Graduate degree (MA/MSc/MPhil/other),,Control,false,false,false,,,,,,,,,,,
2021-08-18 15:24:13,2021-08-18 15:31:50,IP Address,68.104.113.32,100,456,True,2021-08-18 15:31:50,R_3nl4mFmTlTBxAMh,,,,,36.0408935546875,-115.0829010009765625,anonymous,EN,6108781e0d1dd936d2b75432,Yes,,4,,1.324,62.843,63.85,2,I live in an apartment and it is time to renew my lease. My apartment complex has decided to increase my rent by $300 which came as a huge shock. So I need to figure out what my next step is and how I can manage the $300 increase.,Yes,Move out,Get a second job,Decrease my spending in other areas,Find a side hustle,,,,3,4,8,9,,,,,,,,0,0,150.829,0,2.516,64.326,65.483,2,"My rent has been increase by $300 unexpectedly. I was unsure how many solutions I had until writing them down the last few minutes. ",No,1,2,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1-10 times,I am,30,Female,,Technical/community college,,IChing,false,false,false,false,,,,,,,,,,
